customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C00183,Female,0,No,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,18.0,779.03,No
C00184,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card,66.3,3152.26,Yes
C00185,Male,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,25.15,Yes
C00186,Male,1,Yes,No,49,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,41.4,2083.75,Yes
C00187,Female,1,No,No,37,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,38.25,1414.89,No
C00188,Male,0,Yes,Yes,34,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,56.5,1929.7,Yes
C00189,Male,0,No,Yes,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,67.29,4666.13,Yes
C00190,Female,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.3,369.02,Yes
C00191,Male,0,No,No,19,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,48.7,931.31,No
C00192,Male,0,No,No,40,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer,52.9,2150.16,No
C00193,Male,0,No,No,17,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,65.8,1155.23,Yes
C00194,Male,0,Yes,No,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,18.0,1120.05,Yes
C00195,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer,70.28,2932.31,Yes
C00196,Female,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,18.28,1309.92,No
C00197,Female,0,Yes,Yes,65,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card,48.43,3129.6,No
C00198,Female,0,No,No,53,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,41.68,2235.89,No
C00199,Male,1,Yes,Yes,7,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card,64.65,462.54,Yes
C00200,Male,0,No,Yes,5,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.05,297.32,Yes
C00201,Male,1,Yes,No,24,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,48.31,1192.82,Yes
C00202,Female,0,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer,68.1,1854.98,No
C00203,Male,0,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,64.44,4035.8,No
C00204,Male,0,No,No,17,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,56.67,991.92,No
C00205,Female,0,No,Yes,20,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card,43.89,866.72,Yes
C00206,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,69.36,218.57,Yes
C00207,Female,0,No,Yes,37,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card,53.77,1985.78,No
C00208,Female,0,Yes,No,15,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,37.85,586.23,No
C00209,Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,73.73,3749.09,No
C00210,Male,0,No,Yes,48,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,51.87,2504.13,Yes
C00211,Male,0,Yes,No,8,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,39.47,317.78,No
C00212,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer,60.24,770.15,No
C00213,Male,0,Yes,No,48,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,53.78,2587.14,No
C00214,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,18.0,135.19,No
C00215,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer,64.89,4197.28,No
C00216,Male,1,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.73,604.13,Yes
C00217,Female,0,No,Yes,26,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card,48.96,1252.92,No
C00218,Male,0,No,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,68.05,3793.9,No
C00219,Female,1,Yes,No,34,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,45.89,1584.73,Yes
C00220,Male,0,No,Yes,9,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,51.92,488.76,No
C00221,Male,0,Yes,No,62,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,52.02,3225.06,No
C00222,Male,0,Yes,No,13,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card,42.54,583.81,No
C00223,Female,0,Yes,Yes,69,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,59.36,4119.64,No
C00224,Female,0,No,No,41,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,49.33,2017.66,No
C00225,Female,0,Yes,Yes,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,55.48,9.46,No
C00226,Female,0,No,No,47,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer,59.67,2829.38,Yes
C00227,Male,0,No,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,70.8,288.29,Yes
C00228,Female,1,Yes,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,49.21,3100.9,Yes
C00229,Male,0,No,No,52,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card,64.38,3333.78,No
C00230,Male,0,No,No,10,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,42.78,450.14,No
C00231,Female,0,No,No,28,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.13,1722.09,Yes
C00232,Female,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card,66.02,389.02,No
C00233,Female,0,No,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,59.55,1571.09,Yes
C00234,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,75.39,936.72,Yes
C00235,Female,0,No,No,62,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,52.12,3249.59,Yes
C00236,Female,1,Yes,No,52,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,48.74,2542.14,Yes
C00237,Female,0,Yes,No,48,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card,45.55,2106.7,No
C00238,Female,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card,54.64,3659.74,No
C00239,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,65.9,3024.16,Yes
C00240,Female,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,18.0,251.45,No
C00241,Female,0,Yes,No,71,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Credit card,43.87,3137.4,No
C00242,Male,0,No,Yes,36,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,65.95,2395.65,Yes
C00243,Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card,70.08,994.22,Yes
C00244,Male,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,65.01,226.17,Yes
C00245,Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,71.85,4783.28,No
C00246,Female,0,No,No,19,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.85,933.54,Yes
C00247,Male,0,No,Yes,54,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,46.92,2535.92,No
C00248,Male,0,No,No,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,65.48,4499.46,Yes
C00249,Male,0,Yes,No,10,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer,58.42,606.02,No
C00250,Male,0,No,Yes,33,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,49.17,1606.94,Yes
C00251,Female,0,Yes,No,13,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,50.4,694.15,No
C00252,Male,0,No,Yes,51,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,47.97,2418.54,Yes
C00253,Female,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,66.0,2175.96,Yes
C00254,Male,0,Yes,Yes,24,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,51.0,1284.88,Yes
C00255,Male,1,Yes,No,35,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,73.8,2580.16,Yes
C00256,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,71.77,5058.29,No
C00257,Male,1,No,No,40,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card,68.9,2743.99,Yes
C00258,Female,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,18.0,1002.4,No
C00259,Female,0,No,No,44,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,51.73,2270.84,Yes
C00260,Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,1077.44,Yes
C00261,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,65.05,4317.42,Yes
C00262,Female,1,No,No,33,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,70.74,2326.36,No
C00263,Male,0,No,Yes,56,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card,74.54,4182.61,Yes
C00264,Male,0,No,No,36,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.2,2855.11,Yes
C00265,Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,61.11,3301.04,No
C00266,Female,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,70.13,1362.56,Yes
C00267,Female,0,No,No,43,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,42.45,1811.73,No
C00268,Female,0,Yes,Yes,12,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,51.48,607.64,Yes
C00269,Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,75.05,857.17,No
C00270,Male,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.28,1205.66,No
C00271,Female,0,No,No,12,No,No phone service,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,40.07,481.23,No
C00272,Female,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,64.93,2650.13,Yes
C00273,Female,1,Yes,Yes,25,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,61.56,1579.82,No
C00274,Female,1,No,No,3,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Credit card,69.95,194.0,No
C00275,Male,0,No,No,3,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,70.72,227.66,Yes
C00276,Female,0,Yes,No,28,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,62.11,1766.73,Yes
C00277,Male,0,No,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,369.22,Yes
C00278,Female,0,Yes,No,48,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,73.46,3521.9,No
C00279,Male,0,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,68.26,4560.47,Yes
C00280,Female,1,Yes,Yes,42,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card,50.59,2153.17,No
C00281,Female,0,No,No,40,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,70.33,2833.45,No
C00282,Female,1,No,No,6,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,43.99,256.94,Yes
C00283,Female,0,No,No,20,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,47.93,927.18,Yes
C00284,Male,0,No,No,11,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,67.39,772.43,No
C00285,Female,0,Yes,Yes,27,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,66.78,1801.03,No
C00286,Male,1,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card,68.86,1397.51,No
C00287,Male,0,Yes,No,13,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,42.6,507.83,Yes
C00288,Male,0,Yes,No,35,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,69.97,2462.08,Yes
C00289,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,74.35,3456.18,No
C00290,Female,0,Yes,No,28,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,55.73,1616.23,No
C00291,Male,0,Yes,Yes,21,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,49.68,1015.17,No
C00292,Male,0,No,No,18,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,63.92,1150.55,Yes
C00293,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card,66.79,2075.26,No
C00294,Female,0,No,No,60,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,27.47,1626.32,Yes
C00295,Female,0,No,No,37,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,56.96,2040.33,Yes
C00296,Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,58.22,1228.35,No
C00297,Female,0,Yes,No,14,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card,65.96,900.84,Yes
C00298,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,71.64,4301.9,Yes
C00299,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer,64.79,1486.5,No
C00300,Female,0,Yes,No,29,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,39.31,1147.89,No
C00301,Male,1,No,No,47,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,52.55,2516.71,Yes
C00302,Male,0,Yes,No,30,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Credit card,54.04,1604.81,No
C00303,Male,0,Yes,No,38,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,42.04,1583.45,Yes
C00304,Female,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,70.34,1849.21,Yes
C00305,Female,0,Yes,No,15,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,41.78,620.84,No
C00306,Male,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,18.0,1074.3,Yes
C00307,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer,60.36,166.58,Yes
C00308,Female,0,Yes,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,67.76,690.09,No
C00309,Female,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,18.0,300.67,No
C00310,Female,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,76.4,801.33,No
C00311,Female,0,Yes,No,48,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,67.14,3232.08,Yes
C00312,Male,0,Yes,No,5,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card,57.9,283.33,No
C00313,Female,0,Yes,No,69,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.47,3348.11,Yes
C00314,Male,0,No,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card,74.0,4718.99,Yes
C00315,Male,0,Yes,Yes,14,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,56.98,778.06,Yes
C00316,Female,1,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,904.72,No
C00317,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,67.08,1737.16,Yes
C00318,Male,0,Yes,No,72,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,65.71,4782.85,Yes
C00319,Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card,44.59,3100.67,No
C00320,Female,0,Yes,Yes,7,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,63.5,460.85,Yes
C00321,Female,0,Yes,No,16,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,51.2,813.88,No
C00322,Male,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,65.9,3563.72,No
C00323,Female,0,Yes,No,56,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,55.41,3078.73,No
C00324,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,67.15,249.18,Yes
C00325,Female,0,Yes,Yes,48,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,31.29,1493.67,No
C00326,Female,0,No,Yes,17,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,57.0,968.0,No
C00327,Male,0,Yes,No,36,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card,70.92,2572.8,Yes
C00328,Male,1,No,No,70,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,40.15,2818.69,Yes
C00329,Female,0,No,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Mailed check,70.47,2712.64,No
C00330,Female,0,Yes,Yes,62,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,54.36,3360.96,No
C00331,Male,1,No,Yes,48,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,46.19,2224.83,No
C00332,Male,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,62.75,637.82,No
C00333,Female,0,No,No,36,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer,39.44,1427.21,No
C00334,Male,0,Yes,No,29,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,37.68,1131.18,No
C00335,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,72.89,315.67,Yes
C00336,Female,0,No,No,44,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,51.96,2246.66,Yes
C00337,Male,0,Yes,Yes,56,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,53.8,3009.37,Yes
C00338,Male,0,No,Yes,42,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,51.41,2158.8,No
C00339,Female,1,Yes,No,13,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,68.87,959.86,No
C00340,Female,0,Yes,Yes,46,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,74.32,3408.83,Yes
C00341,Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,39.61,1277.66,Yes
C00342,Female,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,58.47,1241.02,Yes
C00343,Male,0,Yes,No,57,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card,54.82,3139.65,No
C00344,Female,0,No,No,69,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,64.16,4424.83,No
C00345,Male,1,No,No,70,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer,45.46,3175.59,No
C00346,Male,0,No,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,72.6,4892.67,Yes
C00347,Male,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.21,1040.47,Yes
C00348,Female,0,No,No,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.84,2360.49,Yes
C00349,Female,1,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.99,811.98,Yes
C00350,Male,0,No,No,33,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,50.9,1712.52,No
C00351,Female,0,No,Yes,31,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card,32.69,1021.95,Yes
C00352,Male,0,No,No,21,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,52.53,1071.18,Yes
C00353,Male,1,Yes,Yes,27,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,46.42,1224.4,Yes
C00354,Female,1,Yes,No,72,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,42.75,3134.2,No
C00355,Female,1,No,No,62,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,56.9,3560.3,Yes
C00356,Male,0,Yes,No,26,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,67.67,1784.67,Yes
C00357,Female,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,43.1,2844.97,Yes
C00358,Female,0,No,No,12,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card,45.91,596.17,Yes
C00359,Male,1,No,No,22,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,47.18,1004.86,No
C00360,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,67.18,1164.65,Yes
C00361,Female,0,No,Yes,7,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,51.47,346.99,Yes
C00362,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer,60.12,4080.69,No
C00363,Male,0,Yes,Yes,37,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,75.64,2820.45,Yes
C00364,Female,0,No,No,38,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card,65.23,2474.43,No
C00365,Male,1,Yes,No,11,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,53.1,571.06,Yes
C00366,Male,1,Yes,No,1,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,50.22,35.37,Yes
C00367,Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,74.69,1807.66,No
